k,#hits,precision,recall,fmeasure,hit
1,1.0,1.0,0.05555555555555555,0.10526315789473684,1
2,2.0,1.0,0.1111111111111111,0.19999999999999998,1
3,3.0,1.0,0.16666666666666666,0.2857142857142857,1
4,4.0,1.0,0.2222222222222222,0.3636363636363636,1
5,5.0,1.0,0.2777777777777778,0.4347826086956522,1
6,6.0,1.0,0.3333333333333333,0.5,1
7,6.0,0.8571428571428571,0.3333333333333333,0.48,0
8,7.0,0.875,0.3888888888888889,0.5384615384615385,1
9,8.0,0.8888888888888888,0.4444444444444444,0.5925925925925926,1
10,9.0,0.9,0.5,0.6428571428571429,1
11,9.0,0.8181818181818182,0.5,0.6206896551724137,0
12,10.0,0.8333333333333334,0.5555555555555556,0.6666666666666667,1
13,10.0,0.7692307692307693,0.5555555555555556,0.6451612903225806,0
14,10.0,0.7142857142857143,0.5555555555555556,0.6250000000000001,0
15,10.0,0.6666666666666666,0.5555555555555556,0.606060606060606,0
16,11.0,0.6875,0.6111111111111112,0.6470588235294118,1
17,12.0,0.7058823529411765,0.6666666666666666,0.6857142857142857,1
18,12.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0
19,12.0,0.631578947368421,0.6666666666666666,0.6486486486486486,0
20,13.0,0.65,0.7222222222222222,0.6842105263157895,1
